equipment_id,version,creation_date,change_date,created_by,changed_by,location,stockroom,assigned_to,tickets,is_parent,is_child,barcode,deleted,operating_system,asset_type,end_of_life_date,serial_number,department,status,manufacturer,model,device_name,currently_logged_in_user,ip_address,mac_address,imei__meid,vendor,purchase_date,po_number,purchase_price,warranty_end_date,cpu,loan_due_date,notes,condition,phone_number,loan_out_date,refresh_eligible,total_storage,memory,available_hdd_mb,last_check_in_date,is_encrypted,is_antivirus_enabled,is_loaner,aws_instance_status,aws_availability_zone,aws_instance_type,aws_security_group,aws_ipv4_dns,aws_region,sophos_antivirus_status,sophos_health_rating,sophos_last_activity,sophos_encryption,sophos_last_user,aws_use_pattern,last_jira_ticket,audit_status,audit_start_date,audit_pass_date,last_audit_pass_date,cost_center,sophos_asset_id,purchase_currency,carbon_black_device_id,carbon_black_anti_virus_status,carbon_black_av_last_scan,carbon_black_bypass,carbon_black_last_activity,carbon_black_last_user,carbon_black_quarantined,carbon_black_status,carbon_black_username,refresh_eligible_date,aws_size_in_gb,aws_attached_status,aws_connected_instance,aws_connected_instance_status,aws_attached_path,aws_ebs_idle_status,aws_last_sync_on,aws_provision_date,department_as_drop_down,aws_credentials,business_criticality,last_connector_change_date,shi_manufacturer,shi_sales_order_number,shi_manufacturing_part_number,shi_quantity_invoiced,shi_ship_date,shi_shipping_name,shi_shipping_address,shi_shipping_city,shi_shipping_state,shi_shipping_postal_code,shi_shipping_country,shi_tracking_info,shi_asset_type,shi_operating_system,shi_maintenance_start,shi_maintenance_end,shi_class,shi_commodity,wo_asset_number,wo_compliance_status,av_epp_status,wo_compromised_status,wo_enrollment_status,wo_id,checked_in_less_than_30_days_ago_1,wo_model,wo_serial_number,wo_username,max_avg_cpu,lifecycle_status,residual,depreciation_cycle,aws_network_interface,legal_hold_1,asset_received,amazon_aws_workspaces_asset_load_workspace_id,workspace_id,tracking_url,refresh_asset_requested,non_editable_date_field,technology_type,technology_status,technology_sub_status,shipping_type,uid
9a19597aaeca43e4a702d1e2a80ab9fe,117,1584421471,1722769270,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Salinas,,leonidas.donaldson@oomnitza-demo.com (leonidas.donaldson@oomnitza-demo.com),,0,0,1011552,,,Laptop,1688515200,C001249216472,4000 Human Resources,Deployed,Dell,Dell Vostro 15 5590,Dell Vostro 15 5590,,123.9.150.182,B3:84:7F:02:8A:70,,SHI,1562284800,P0010552,599.99,1656979200,,,,Good,,,1,,,,1722526587,1,1,0,,,,,,,running,good,1722148776,1,,,,,,,,6100 Product Widgets,C001249216472,USD,60741037,,1722769270,0,1722769270,leonidas.donaldson@oomnitza-demo.com,0,REGISTERED,leonidas.donaldson@oomnitza-demo.com,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Refresh,2.74,0,,0,0,,,,,,,,,,35751
422a0dfcd498458bbb1ab8c78d81d434,125,1584420079,1722769270,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Austin,,,,0,0,1007745,,,Laptop,1722556800,C001249212665,,Inventory,Apple,"Apple MacBook Air 13.3""","Apple MacBook Air 13.3""",,150.184.224.120,67:99:ED:0C:AE:78,,Insight,1596326400,P0006745,999.99,1690934400,,,,Good,,,1,,,,1722526587,1,1,0,,,,,,,running,good,1722148775,1,,,,,,,,,C001249212665,USD,14276469,,1722769270,0,1722769270,None,0,REGISTERED,None,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,364.38,0,,0,0,,,,,,,,,,31944
1ca0e223410c4c5d93bd1a273634f6b0,140,1584417922,1722769270,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Atlanta,,korbin.sanchez@oomnitza-demo.com (korbin.sanchez@oomnitza-demo.com),,0,0,1001468,,,Laptop,1738108800,C001249206388,6000 Engineering,Deployed,Lenovo,Lenovo Flex 14,Lenovo Flex 14,,93.199.176.235,24:90:9C:37:12:58,,CDW,1611878400,P0000468,889.99,1706486400,,,,Fair,,,1,,,,1649197620,1,1,0,,,,,,,running,good,1722148775,1,,,,,,,,6100 Product Widgets,C001249206388,USD,99228013,,1722769269,0,1722769269,korbin.sanchez@oomnitza-demo.com,0,REGISTERED,korbin.sanchez@oomnitza-demo.com,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,0,,,,,Active,470.6,0,,0,0,,,,,,,,,,25667
8b2ec1191a3c414fa7f260ff6c8e71c7,117,1584426703,1722769269,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Springfield,,katelynn.bush@oomnitza-demo.com (katelynn.bush@oomnitza-demo.com),,0,0,1025309,,,Desktop,1730419200,C001249230229,,Retired,Lenovo,Lenovo ThinkCentre M710e,Lenovo ThinkCentre M710e,,66.100.132.50,E2:AD:D2:E4:87:5E,,Connection,1635724800,P0024309,576.99,1730419200,,,,Fair,,,1,,,,1722526586,1,1,0,,,,,,,running,good,1722148772,1,,,,,,,1657782000.0,,C001249230229,USD,19842734,,1722769269,0,1722769269,katelynn.bush@oomnitza-demo.com,0,REGISTERED,katelynn.bush@oomnitza-demo.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,,0,,0,0,,,,,,,,,,49508
cea8e815692545c1bafd604e715e9650,132,1584419445,1722769269,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Salt Lake City,,,,0,0,1005944,,,Laptop,1685750400,C001249210864,2000 Sales,Inventory,Microsoft,Microsoft Surface Laptop 3,Microsoft Surface Laptop 3,,221.26.220.175,68:6E:F4:FC:58:21,,Connection,1559520000,P0004944,1099.99,1654214400,,,,Good,,,1,,,,1719867589,1,1,0,,,,,,,running,good,1722148774,1,,,,,,,,,C001249210864,USD,57262802,,1722769269,0,1722769269,None,0,REGISTERED,None,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Refresh,0.0,0,,0,0,,,,,,,,,,30143
a66ff27abef14f7dacbc7f92219efa22,115,1584419358,1722769269,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Houston,,,,0,0,1005705,,,Desktop,1757376000,C001249210625,,Inventory,Dell,Dell XPS 8930,Dell XPS 8930,,203.93.166.26,C5:25:AF:EB:44:27,,Insight,1631145600,P0004705,1329.99,1725840000,,,,Good,,,1,,,,1717349426,1,1,0,,,,,,,running,good,1722148774,1,,,,,,,,,C001249210625,USD,35726333,,1721732468,0,1721732468,None,0,REGISTERED,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,974.11,0,,0,0,,,,,,,,,,29904
68a6471bd6724349b8454556c2df4e5b,118,1584425438,1722769268,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Paris,,paula.hanna@oomnitza-demo.com (paula.hanna@oomnitza-demo.com),,0,0,1021735,,,Laptop,1703116800,C001249226655,1000 G&A,Deployed,Microsoft,Microsoft Surface Laptop 2,Microsoft Surface Laptop 2,,216.39.152.238,C3:46:57:97:09:9F,,Insight,1576886400,P0020735,799.99,1671580800,,,,Good,,,1,,,,1722526586,1,1,0,,,,,,,running,good,1722148771,1,,,,,,,,,C001249226655,USD,53914434,,1722769268,0,1722769268,paula.hanna@oomnitza-demo.com,0,REGISTERED,paula.hanna@oomnitza-demo.com,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Active,127.12,0,,0,0,,,,,,,,,,45934
857ad964098f41b88239747a9da719a8,131,1584422043,1722769268,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Sacramento,,marley.morrison@oomnitza-demo.com (marley.morrison@oomnitza-demo.com),,0,0,1013107,,,Desktop,1695859200,C001249218027,3000 Marketing,Deployed,HP,HP Workstation Z800,HP Workstation Z800,,204.237.107.53,79:6F:6F:31:5A:FC,,SHI,1569628800,P0012107,599.99,1664323200,,,,Good,,,1,,,,1722526585,1,1,0,,,,,,,running,good,1722148770,1,,,,,,,,3400 Advertising,C001249218027,USD,76009319,,1722769268,0,1722769268,marley.morrison@oomnitza-demo.com,0,REGISTERED,marley.morrison@oomnitza-demo.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Active,49.31,0,,0,0,,,,,,,,,,37306
39bbaf5afd83416a804a36b27998031e,130,1584419211,1722769268,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Great Falls,,greyson.blake@oomnitza-demo.com (greyson.blake@oomnitza-demo.com),,0,0,1005277,,,Laptop,1699401600,C001249210197,2000 Sales,Deployed,Dell,Dell XPS 13 7390,Dell XPS 13 7390,,135.100.67.199,1A:08:6B:85:08:9C,,SHI,1573171200,P0004277,1149.99,1667865600,,,,Good,,,1,,,,1722526585,1,1,0,,,,,,,running,good,1722148770,1,,,,,,,,2300 Sales APAC,C001249210197,USD,66072644,,1722769267,0,1722769267,greyson.blake@oomnitza-demo.com,0,REGISTERED,greyson.blake@oomnitza-demo.com,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Active,137.58,0,,0,0,,,,,,,,,,29476
4ba3a73b605d45579a1894d24625aca9,118,1584422657,1722769267,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Dublin,,,,0,0,1014681,,,Laptop,1717459200,C001249219601,,Purchased,Lenovo,Lenovo ThinkPad X1,Lenovo ThinkPad X1,,102.14.249.141,76:AD:B4:77:6D:2F,,CDW,1591228800,P0013681,1399.99,1685836800,,,,Good,,,1,,,,1722526583,1,1,0,,,,,,,running,good,1722148767,1,,,,,,,,,C001249219601,USD,19591965,,1722769267,0,1722769267,None,0,REGISTERED,None,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,434.7,0,,0,0,,,,,,,,,,38880
67a1cdd79c144b49a97f48f6cd2a27d0,111,1584421796,1722769267,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),London,,guadalupe.braun@oomnitza-demo.com (guadalupe.braun@oomnitza-demo.com),,0,0,1012436,,,Desktop,1749772800,C001249217356,3000 Marketing,Deployed,Acer,Acer Aspire TC-885-UA92,Acer Aspire TC-885-UA92,,88.103.55.109,41:40:60:59:31:F7,,CDW,1623542400,P0011436,479.99,1718236800,,,,Good,,,1,,,,1722526584,1,1,1,,,,,,,running,good,1722148767,1,,,,,,,,3500 PR and Analysts,C001249217356,USD,81344863,,1722769267,0,1722769267,guadalupe.braun@oomnitza-demo.com,0,REGISTERED,guadalupe.braun@oomnitza-demo.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Active,312.98,0,,0,0,,,,,,,,,,36635
1d0a3bb3039840e4ace598ef954baa3c,120,1584418145,1722769267,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),El Paso,El Paso Stockroom,,,0,0,1002140,,,Laptop,1672963200,C001249207060,2000 Sales,Inventory,Lenovo,Lenovo Flex 14,Lenovo Flex 14,,42.207.78.216,B3:BC:50:98:CC:EF,,Insight,1546732800,P0001140,889.99,1641427200,,,,Damaged,,,1,,,,1722526585,1,1,0,,,,,,,running,good,1722148769,1,,,,,,,,,C001249207060,USD,53087337,,1722769267,0,1722769267,None,0,REGISTERED,None,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,0.0,0,,0,0,,,,,,,,,,26339
280634479b39479aa4957176f727b817,119,1584424287,1722769266,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Las Vegas,,nataly.russo@oomnitza-demo.com (nataly.russo@oomnitza-demo.com),,0,0,1018924,,,Desktop,1692057600,C001249223844,5000 Customer Success and Support,Deployed,Dell,Dell Vostro 3000,Dell Vostro 3000,,67.207.1.39,00:16:5D:72:EE:29,,Connection,1565827200,P0017924,559.99,1660521600,,,,Good,,,1,,,,1722526583,1,1,0,,,,,,,running,good,1722148766,1,,,,,,,,,C001249223844,USD,88221378,,1722769266,0,1722769266,nataly.russo@oomnitza-demo.com,0,REGISTERED,nataly.russo@oomnitza-demo.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Active,23.52,0,,0,0,,,,,,,,,,43123
80a40bfa97f44281bc0fea93f6219d56,112,1584420797,1722769266,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Zurich,,remington.odom@oomnitza-demo.com (remington.odom@oomnitza-demo.com),,0,0,1009737,,,Desktop,1681171200,C001249214657,2000 Sales,Deployed,Dell,Dell XPS 8930,Dell XPS 8930,,200.124.96.245,EA:06:B0:4A:29:A7,,SHI,1554940800,P0008737,1329.99,1649635200,,,,Good,,,1,,,,1719875837,1,1,1,,,,,,,running,good,1722148767,1,,,,,,,,2100 Sales Americas,C001249214657,USD,43483223,,1722769266,0,1722769266,remington.odom@oomnitza-demo.com,0,REGISTERED,remington.odom@oomnitza-demo.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV & EPP Protected,,,,1,,,,,Active,0.0,0,,0,0,,,,,,,,,,33936
1d4fcfa20ee74e95ad94c4dee5fb4d92,120,1584419724,1722769266,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Madrid,,,,0,0,1006733,,,Laptop,1714694400,C001249211653,,Inventory,Dell,Dell XPS 13 7390,Dell XPS 13 7390,,143.196.174.10,01:10:EA:F7:04:8F,,CDW,1588464000,P0005733,1149.99,1683072000,,,,Good,,,1,,,,1722526583,1,1,0,,,,,,,running,good,1722148766,1,,,,,,,,,C001249211653,USD,57594034,,1722769266,0,1722769266,None,0,REGISTERED,None,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,323.47,0,,0,0,,,,,,,,,,30932
41754e15e3ae44c9b3232f4820926d63,112,1584425322,1722769265,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Springfield,,joyce.olsen@oomnitza-demo.com (joyce.olsen@oomnitza-demo.com),,0,0,1021409,,,Laptop,1738368000,C001249226329,,Retired,Apple,"Apple MacBook Air 13.3""","Apple MacBook Air 13.3""",,207.115.192.211,A0:BF:75:F0:26:C6,,Connection,1643673600,P0020409,999.99,1738368000,,,,Fair,,,1,,,,1722526582,1,1,0,,,,,,,running,good,1722148763,1,,,,,,,1657782000.0,,C001249226329,USD,96242869,,1722769265,0,1722769265,joyce.olsen@oomnitza-demo.com,0,REGISTERED,joyce.olsen@oomnitza-demo.com,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,,0,,0,0,,,,,,,,,,45608
9a2e20a7bddb4e039540c360a1c0405f,132,1584423382,1722769265,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Santa Fe,,morgan.hays@oomnitza-demo.com (morgan.hays@oomnitza-demo.com),,0,0,1016578,,,Desktop,1735171200,C001249221498,,Out for Repair,HP,HP Pavilion 590,HP Pavilion 590,,88.143.125.86,EE:CF:D7:B2:FA:A1,,CDW,1608940800,P0015578,321.99,1703548800,,,,Fair,,,1,,,,1722526581,1,1,0,,,,,,,running,good,1722148763,1,,,,,,,,,C001249221498,USD,35493411,,1722769265,0,1722769265,morgan.hays@oomnitza-demo.com,0,REGISTERED,morgan.hays@oomnitza-demo.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,160.26,0,,0,0,,,,,,,,,,40777
0c06f511e2454deabec1aeb5db4b3201,125,1584420718,1722769265,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Great Falls,Great Falls Stockroom,,,0,0,1009517,,,Desktop,1729641600,C001249214437,,Inventory,Lenovo,Lenovo ThinkCentre M710e,Lenovo ThinkCentre M710e,,94.22.115.43,D6:79:A3:FF:B4:41,,SHI,1603411200,P0008517,576.99,1698019200,,,,Good,,,1,,,,1722526582,1,1,0,,,,,,,running,good,1722148765,1,,,,,,,,,C001249214437,USD,11818795,,1722769265,0,1722769265,None,0,REGISTERED,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,253.45,0,,0,0,,,,,,,,,,33716
d2c67e0e7a384939be0d16caf153e6e0,119,1584425908,1722769264,trent.seed@oomnitza-demo.com (trent.seed@oomnitza-demo.com),workflow_runner (workflow_runner),Minsk,,,,0,0,1023079,,,Laptop,1729036800,C001249227999,,Inventory,Microsoft,Microsoft Surface Laptop 2,Microsoft Surface Laptop 2,,208.137.109.101,95:32:43:FA:DD:57,,Connection,1602806400,P0022079,799.99,1697414400,,,,Fair,,,1,,,,1719876302,1,1,0,,,,,,,running,good,1722148762,1,,,,,,,,,C001249227999,USD,36933122,,1722769264,0,1722769264,None,0,REGISTERED,None,,0,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Active,346.3,0,,0,0,,,,,,,,,,47278
